Age,SLOCAsItIs,SLOCNoCommentPrettyPrinter,SLOCStandard,CommentCodeRation,Readability,SimpleReadability,NVAR,NCOMP,Mcclure,McCabe,McCabeWOCases,IndentSTD,MaximumBlockDepth,totalFanOut,uniqueFanOut,n1,n2,N1,N2,Vocabulary,Length,Volume,Difficulty,Effort,Time,HalsteadBugs,MaintainabilityIndex,isPrivate,isProtected,isDefault,isPublic,isStatic,isAbstract,isGetterSetter,SATD,Parameters,LocalVariables,EnclosedExpressions,MaxEnclosedNesting,Developers,ChangeAtMethodAge,ProjectAge,CommitDate-ProjectFirstDate,NewAdditions,DiffSizes,EditDistances,CriticalEditDistances,TangledCommit,TangledWMoveandFileRename,Buggycommiit,PotentiallyBuggycommit,RiskyCommit,file
2858,31#31#31#19#19#19#19#19#19,24#24#16#16#16#16#16#16#16,25#25#17#16#16#16#16#16#16,0.08#0.08#0.47058823529411764#0.0#0.0#0.0#0.0#0.0#0.0,0.001380621688440442#0.001380621688440442#0.04812733456492424#0.002384962746873498#6.095035932958126E-4#4.857461026404053E-4#4.898654879070818E-4#5.041084950789809E-4#7.039456395432353E-4,2.3356686338358035E-9#2.3356686338358035E-9#3.661571105727864E-4#2.2743764922641913E-6#2.569712144525325E-7#2.3656642654788276E-7#2.326321475997128E-7#2.2913448623746088E-7#4.926123720714504E-7,4#4#2#2#2#2#2#2#2,2#2#1#1#1#1#1#1#1,6#6#3#3#3#3#3#3#3,5#5#3#3#3#3#3#3#3,5#5#3#3#3#3#3#3#3,4.42#4.42#7.2#2.65#2.65#2.65#2.65#2.65#2.65,3#3#1#1#1#1#1#1#1,23#23#13#11#12#12#12#12#11,19#19#12#10#11#11#11#11#10,43.0#43.0#36.0#33.0#34.0#34.0#34.0#34.0#34.0,15.0#15.0#13.0#16.0#17.0#17.0#17.0#17.0#17.0,138.0#138.0#93.0#91.0#97.0#97.0#97.0#97.0#94.0,42.0#42.0#30.0#33.0#37.0#37.0#37.0#37.0#36.0,58.0#58.0#49.0#49.0#51.0#51.0#51.0#51.0#51.0,180.0#180.0#123.0#124.0#134.0#134.0#134.0#134.0#130.0,1054.4366#1054.4366#690.6093#696.224#760.105#760.105#760.105#760.105#737.4153,60.2#60.2#41.53846#34.03125#37.0#37.0#37.0#37.0#36.0,63477.086#63477.086#28686.848#23693.373#28123.885#28123.885#28123.885#28123.885#26546.95,3526.505#3526.505#1593.7137#1316.2985#1562.438#1562.438#1562.438#1562.438#1474.8306,0.35147887#0.35147887#0.2302031#0.23207466#0.25336832#0.25336832#0.25336832#0.25336832#0.2458051,81.50824737548828#81.50824737548828#90.41655731201172#91.3565673828125#90.90008544921875#90.90008544921875#90.90008544921875#90.90008544921875#91.05767822265625,0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0,1#1#1#1#1#1#1#1#1,0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0,1#1#1#1#1#1#1#1#1,3#3#3#3#3#3#3#3#3,0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0,Ryan Lubke#Ryan Lubke#Ryan Lubke#jfarcand#jfarcand#Ryan Lubke#jfarcand#jfarcand#jfarcand,0#2#2#37#51#226#1037#1037#2831,854#856#856#891#905#1080#1891#1891#3685,28/08/12-27/04/10#30/08/12-27/04/10#30/08/12-27/04/10#04/10/12-27/04/10#18/10/12-27/04/10#11/04/13-27/04/10#01/07/15-27/04/10#01/07/15-27/04/10#29/05/20-27/04/10,0#31#10#5#1#4#1#1#1,0#31#20#22#2#8#2#2#2,0#0#20#635#54#35#4#4#14,0#0#290#115#54#35#4#4#14,0#14#1#30#7#4#29#119#101,0#14#1#30#7#4#27#41#101,0#0#0#0#0#0#0#0#0,0#0#0#0#1#0#1#1#0,0#0#0#0#1#0#1#1#0,2812.json
3710,3,3,3,0,0.639763534069061,0.955875181633457,0,0,0,1,1,1.89,0,1,1,9,2,12,2,11,14,48.432045,4.5,217.9442,12.108011,0.016144015,132.795639038086,0,0,0,1,0,0,0,0,0,0,0,0,jfarcand,0,2,29/04/10-27/04/10,0,0,0,0,0,0,0,0,0,2253.json
1863,7,7,7,0,0.628755867481232,0.313799732695,1,1,2,2,2,2.56,1,3,3,17,6,32,9,23,41,185.46603,12.75,2364.692,131.37177,0.061822012,111.857322692871,0,0,0,1,0,0,0,0,1,1,0,0,jfarcand,0,1849,20/05/15-27/04/10,0,0,0,0,0,0,0,0,0,2013.json
2856,9#9#3#3#3,7#7#3#3#3,7#7#3#3#3,0.0#0.0#0.0#0.0#0.0,0.5621709823608398#0.25609973073005676#0.00365714100189507#0.0027807080186903477#0.002556153340265155,0.2413483170018776#0.1671361929668265#0.44703808424804886#0.5532680296735271#0.6029966134942597,2#2#0#0#0,2#2#0#0#0,4#4#0#0#0,2#2#1#1#1,2#2#1#1#1,2.56#2.56#1.89#1.89#1.89,1#1#0#0#0,4#4#1#1#1,3#3#1#1#1,23.0#23.0#15.0#15.0#15.0,9.0#10.0#8.0#6.0#6.0,36.0#37.0#22.0#21.0#21.0,14.0#15.0#9.0#7.0#7.0,32.0#33.0#23.0#21.0#21.0,50.0#52.0#31.0#28.0#28.0,250.0#262.3085#140.23042#122.984886#122.984886,17.88889#17.25#8.4375#8.75#8.75,4472.222#4524.822#1183.1942#1076.1178#1076.1178,248.45679#251.37898#65.73301#59.78432#59.78432,0.083333336#0.08743617#0.046743475#0.04099496#0.04099496,110.30465698242188#110.05474853515625#127.26738739013672#127.94976043701172#127.94976043701172,0#0#0#0#0,0#0#0#0#0,0#0#0#0#0,1#1#1#1#1,0#0#0#0#0,0#0#0#0#0,0#0#0#0#0,0#0#0#0#0,4#4#4#4#4,1#1#0#0#0,0#0#0#0#0,0#0#0#0#0,zrvan#jfarcand#jfarcand#jfarcand#jfarcand,0#28#377#378#461,856#884#1233#1234#1317,30/08/12-27/04/10#27/09/12-27/04/10#11/09/13-27/04/10#12/09/13-27/04/10#04/12/13-27/04/10,0#2#1#1#1,0#4#8#2#2,0#12#226#9#8,0#12#144#9#8,0#15#4#3#3,0#15#4#3#3,0#0#0#0#0,0#0#1#0#0,0#0#1#0#0,1731.json
2359,10#11#10#10,10#11#10#10,10#11#10#10,0.0#0.0#0.0#0.0,0.5980668067932129#0.47504332661628723#0.630599319934845#0.6250498294830322,0.8110974046418588#0.7962045589622172#0.8261236296580942#0.8610773605801832,1#1#1#1,3#4#3#3,4#5#4#4,5#6#5#5,1#1#1#1,4.08#3.92#4.08#4.08,2#2#2#2,0#0#0#0,0#0#0#0,16.0#16.0#16.0#15.0,9.0#10.0#9.0#9.0,27.0#29.0#27.0#26.0,10.0#11.0#10.0#10.0,25.0#26.0#25.0#24.0,37.0#40.0#37.0#36.0,171.82268#188.0176#171.82268#165.05864,8.888889#8.8#8.888889#8.333334,1527.3127#1654.5548#1527.3127#1375.4888,84.85071#91.91971#84.85071#76.416046,0.057274226#0.06267253#0.057274226#0.055019546,105.78651428222656#103.54411315917969#105.78651428222656#105.99535369873047,0#0#0#0,0#0#0#0,0#0#0#0,1#1#1#1,1#1#1#1,0#0#0#0,0#0#0#0,0#0#0#0,1#1#1#1,0#0#0#0,0#0#0#0,0#0#0#0,jfarcand#jfarcand#jfarcand#jfarcand,0#79#460#2322,1352#1432#1813#3675,08/01/14-27/04/10#29/03/14-27/04/10#14/04/15-27/04/10#19/05/20-27/04/10,0#1#0#1,0#1#1#2,0#24#28#6,0#20#24#6,0#7#1#25,0#7#1#25,0#0#0#0,0#0#1#1,0#0#1#1,2546.json
2459,3,3,3,0,0.0651710256934166,0.627642901402365,0,0,0,1,1,1.89,0,1,1,14,3,18,5,17,23,94.01165,11.666666,1096.8025,60.93347,0.031337216,129.346710205078,0,0,0,1,0,0,0,0,2,0,0,0,jfarcand,0,1253,01/10/13-27/04/10,0,0,0,0,0,0,0,0,0,2773.json
1673,9,9,9,0,0.0124348262324929,0.0191384215315681,0,0,0,3,3,4.26,2,2,2,22,12,42,20,34,62,315.4227,18.333332,5782.749,321.26382,0.1051409,104.794609069824,0,1,0,0,0,0,0,0,3,1,0,0,jfarcand,0,2038,25/11/15-27/04/10,0,0,0,0,0,0,0,0,0,2121.json
3710,2#2,2#2,2#2,0.0#0.0,0.9492385983467102#0.9405005574226379,0.9047579709947476#0.9627861195823424,0#0,0#0,0#0,1#1,1#1,0.0#0.0,0#0,0#0,0#0,10.0#8.0,2.0#2.0,11.0#9.0,2.0#2.0,12.0#10.0,13.0#11.0,46.604515#36.541206,5.0#4.0,233.02258#146.16483,12.945699#8.120268,0.015534839#0.012180402,139.56419372558594#140.82913208007812,0#0,0#0,0#0,1#1,0#0,0#0,0#0,0#0,1#1,0#0,0#0,0#0,jfarcand#jfarcand,0#3683,2#3685,29/04/10-27/04/10#29/05/20-27/04/10,0#1,0#2,0#19,0#19,0#101,0#101,0#0,0#0,0#0,2953.json
1863,3,3,3,0,0.544471561908722,0.870890903536857,0,0,0,1,1,1.89,0,1,1,11,2,13,2,13,15,55.506596,5.5,305.2863,16.96035,0.018502198,132.086669921875,0,0,0,1,0,0,1,0,0,0,0,0,jfarcand,0,1849,20/05/15-27/04/10,0,0,0,0,0,0,0,0,0,2094.json
3710,18#18#17#16#15#15#12#6#9,16#16#14#14#13#13#11#6#9,17#17#16#15#14#14#11#6#9,0.058823529411764705#0.058823529411764705#0.0625#0.06666666666666667#0.07142857142857142#0.07142857142857142#0.09090909090909091#0.0#0.0,0.007698809262365103#0.0036560192238539457#0.009634262882173061#0.014449505135416985#0.020669570192694664#0.0210280679166317#0.04557165503501892#0.22006767988204956#0.05657103657722473,1.8872852629241948E-5#6.879270983240477E-6#9.917801037841147E-5#6.242546990682681E-5#1.4636129127579083E-4#1.2181330576663417E-4#0.005812296295581635#0.2421824778622026#7.778227124942985E-4,4#5#4#4#4#4#2#2#4,4#5#4#4#4#4#2#2#4,8#10#8#8#8#8#4#4#8,5#5#4#4#4#4#3#2#3,5#5#4#4#4#4#3#2#3,5.36#5.36#5.23#5.39#5.5#5.5#4.36#2.75#3.77,3#3#3#3#3#3#2#1#2,11#12#11#11#10#11#8#5#9,10#11#10#10#9#10#8#5#9,30.0#32.0#31.0#31.0#30.0#31.0#28.0#17.0#27.0,16.0#16.0#14.0#14.0#13.0#12.0#9.0#4.0#9.0,83.0#87.0#77.0#77.0#73.0#75.0#58.0#34.0#60.0,29.0#29.0#24.0#24.0#22.0#21.0#14.0#7.0#15.0,46.0#48.0#45.0#45.0#43.0#43.0#37.0#21.0#36.0,112.0#116.0#101.0#101.0#95.0#96.0#72.0#41.0#75.0,618.6389#647.85565#554.6772#554.6772#515.4952#520.9214#375.08066#180.085#387.7444,27.1875#29.0#26.571428#26.571428#25.384615#27.125#21.777779#14.875#22.5,16819.246#18787.814#14738.565#14738.565#13085.646#14129.992#8168.4233#2678.7644#8724.249,934.4026#1043.7675#818.8092#818.8092#726.98035#784.9996#453.8013#148.82025#484.6805,0.20621297#0.21595189#0.1848924#0.1848924#0.17183173#0.17364046#0.12502688#0.060028337#0.12924813,90.5288314819336#90.28887176513672#92.30845642089844#93.3539810180664#94.85260772705078#94.79815673828125#100.64295959472656#114.5076675415039#103.72116088867188,0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0,1#1#1#1#1#1#1#1#1,0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0,1#1#1#1#1#1#1#1#1,1#1#1#1#1#1#1#0#1,0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0,jfarcand#jfarcand#Patrick#jfarcand#jfarcand#jfarcand#jfarcand#jfarcand#jfarcand,0#11#253#526#732#735#1323#1366#1666,2#13#255#528#734#737#1325#1368#1668,29/04/10-27/04/10#10/05/10-27/04/10#07/01/11-27/04/10#07/10/11-27/04/10#30/04/12-27/04/10#03/05/12-27/04/10#12/12/13-27/04/10#24/01/14-27/04/10#20/11/14-27/04/10,0#1#5#2#0#1#1#4#4,0#2#11#4#1#2#5#14#5,0#27#100#44#38#2#234#336#208,0#27#80#32#34#2#202#239#196,0#8#69#28#3#47#10#28#13,0#8#69#28#3#46#10#28#13,0#0#0#0#0#0#0#0#0,0#0#0#0#1#0#0#1#1,0#0#0#0#1#0#0#1#1,2942.json
2690,4#3,3#3,4#3,0.0#0.0,0.863945722579956#0.7369583249092102,0.8289166773641712#0.9292235945686651,0#0,0#0,0#0,1#1,1#1,4.9#1.89,0#0,0#0,0#0,10.0#9.0,5.0#3.0,14.0#10.0,9.0#3.0,15.0#12.0,23.0#13.0,89.85848#46.604515,9.0#4.5,808.7263#209.72032,44.92924#11.651129,0.029952828#0.015534839,124.92120361328125#132.9956512451172,0#0,0#0,0#0,1#1,0#0,0#0,0#0,0#0,0#0,0#0,0#0,0#0,jfarcand#jfarcand,0#233,1021#1255,11/02/13-27/04/10#03/10/13-27/04/10,0#1,0#3,0#104,0#84,0#6,0#6,0#0,0#0,0#0,1475.json
3710,10#10#13#12#13#17#9#5#5#5,10#10#13#11#12#16#9#5#5#5,10#10#13#11#12#16#9#5#5#5,0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0,0.0014647627249360085#6.418832927010953E-4#0.0018206645036116242#0.02069716341793537#0.010412774980068207#0.005293202120810747#0.012714450247585773#0.0026388559490442276#0.013159562833607197#0.0036690728738904,3.784364585377948E-5#1.0495326505910572E-5#1.8194431034881567E-5#7.926973052008051E-4#1.6788400140891054E-4#1.841631114926385E-5#0.007901577789704147#0.01276816883221213#0.038720769485586615#0.015541993304375884,3#3#3#2#2#2#0#0#0#0,3#3#3#2#2#2#0#0#0#0,6#6#6#4#4#4#0#0#0#0,3#3#3#2#2#3#1#1#1#1,3#3#3#2#2#3#1#1#1#1,2.8#2.8#3.96#3.95#3.82#3.8#3.14#1.96#1.96#1.96,1#1#2#2#2#2#1#0#0#0,8#8#8#5#7#9#5#3#3#4,7#7#7#5#7#9#5#3#3#4,28.0#31.0#33.0#31.0#33.0#37.0#26.0#22.0#19.0#20.0,11.0#11.0#11.0#9.0#10.0#11.0#9.0#9.0#9.0#9.0,72.0#77.0#81.0#65.0#72.0#87.0#49.0#38.0#33.0#38.0,21.0#21.0#21.0#16.0#18.0#22.0#14.0#13.0#13.0#13.0,39.0#42.0#44.0#40.0#43.0#48.0#35.0#31.0#28.0#29.0,93.0#98.0#102.0#81.0#90.0#109.0#63.0#51.0#46.0#51.0,491.54242#528.4471#556.862#431.07617#488.36383#608.7609#323.14484#252.66402#221.13832#247.75703,26.727272#29.590908#31.5#27.555555#29.699999#37.0#20.222223#15.888888#13.722222#14.444445,13137.588#15637.2295#17541.152#11878.543#14504.405#22524.154#6534.707#4014.5503#3034.5093#3578.713,729.86597#868.735#974.5085#659.91907#805.8003#1251.3419#363.03928#223.03058#168.58385#198.81738,0.16384748#0.17614903#0.18562067#0.14369206#0.16278794#0.2029203#0.10771494#0.08422134#0.07371277#0.08258568,100.78086853027344#100.4044189453125#95.88176727294922#100.1494140625#98.09099578857422#92.05464935302734#105.12883758544922#115.93038940429688#116.62340545654297#116.0323715209961,0#0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0#0,1#1#1#1#1#1#1#1#1#1,0#0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0#0,2#2#2#2#2#2#2#2#2#2,0#0#0#0#0#0#0#0#0#0,2#2#2#2#2#2#0#0#0#0,1#1#1#1#1#1#0#0#0#0,jfarcand#jfarcand#jfarcand#Patrick#jfarcand#jfarcand#jfarcand#jfarcand#jfarcand#jfarcand,0#36#56#253#399#417#551#569#666#1035,2#38#58#255#401#419#553#571#668#1037,29/04/10-27/04/10#04/06/10-27/04/10#24/06/10-27/04/10#07/01/11-27/04/10#02/06/11-27/04/10#20/06/11-27/04/10#01/11/11-27/04/10#19/11/11-27/04/10#24/02/12-27/04/10#27/02/13-27/04/10,0#1#10#2#1#5#2#3#1#1,0#2#17#5#1#6#12#10#2#2,0#5#76#107#76#136#379#123#6#34,0#6#64#100#72#120#349#107#6#34,0#8#3#69#6#4#1#1#120#7,0#8#3#69#6#4#1#1#96#7,0#0#0#0#0#0#0#0#0#0,0#0#1#0#1#1#0#0#0#0,0#0#1#0#1#1#0#0#0#0,88.json
2606,9,6,9,0,0.262722492218018,0.445765141663265,2,1,3,2,2,3.14,1,4,1,19,4,44,4,23,48,217.13098,9.5,2062.7444,114.59691,0.072377,106.966354370117,0,0,0,1,0,0,0,0,0,0,3,1,jfarcand,0,1106,07/05/13-27/04/10,0,0,0,0,0,0,0,0,0,2742.json
2595,109#111#69#60#57#58#58#58#54#56#56#56#56#56#33#77#40#40#40#44#44#42#40#40#41#41#38#40#40#40,92#95#57#47#45#46#46#47#46#46#46#46#46#46#30#63#34#34#34#37#37#36#34#34#34#34#32#34#34#34,93#96#58#48#46#47#47#47#46#48#48#48#48#48#32#65#36#36#36#39#39#37#35#35#35#35#33#35#35#35,0.053763440860215055#0.052083333333333336#0.05172413793103448#0.08333333333333333#0.08695652173913043#0.0851063829787234#0.0851063829787234#0.0851063829787234#0.06521739130434782#0.0625#0.0625#0.0625#0.0625#0.0625#0.03125#0.09230769230769231#0.027777777777777776#0.027777777777777776#0.027777777777777776#0.02564102564102564#0.02564102564102564#0.02702702702702703#0.02857142857142857#0.02857142857142857#0.02857142857142857#0.02857142857142857#0.030303030303030304#0.02857142857142857#0.02857142857142857#0.02857142857142857,0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0,1.1923462962790703E-47#2.3646453704168117E-49#1.842878327540895E-24#6.558159392032137E-20#7.651822092504653E-20#3.699039400262664E-19#1.2908683322122393E-19#8.139836442497219E-19#5.10217564616567E-18#3.442349244132048E-20#1.4742527288945364E-20#4.026786038394267E-21#4.865695442266631E-22#5.896515798386068E-22#4.780847444604524E-19#3.427772486496025E-44#4.8419534777213273E-20#1.8114062899159715E-18#1.190503544054134E-18#1.6759009453433353E-19#1.1021776613970337E-19#1.7367327510498207E-20#1.9818118043470248E-20#2.385491699279314E-21#1.2038808173162373E-20#2.206180219845096E-20#3.1827440558321352E-21#1.4908541899538063E-21#3.592166091434778E-21#1.0921313528163043E-20,15#16#13#11#11#11#11#11#11#11#11#11#11#11#9#17#10#10#10#11#11#11#10#10#10#10#9#10#10#10,19#20#11#10#10#10#10#10#10#10#10#10#10#10#7#13#8#8#8#9#9#9#8#8#8#8#7#8#8#8,34#36#24#21#21#21#21#21#21#21#21#21#21#21#16#30#18#18#18#20#20#20#18#18#18#18#16#18#18#18,21#22#13#11#11#11#11#11#11#11#11#11#11#11#8#15#9#9#9#10#10#10#9#9#9#9#8#9#9#9,21#22#13#11#11#11#11#11#11#11#11#11#11#11#8#15#9#9#9#10#10#10#9#9#9#9#8#9#9#9,11.7#11.82#14.14#12.39#11.12#11.01#11.01#10.7#10.27#11.32#11.32#11.32#11.32#11.32#10.83#12.35#11.04#11.04#11.04#11.1#11.1#9.98#9.98#9.98#9.98#9.98#9.95#9.98#9.98#9.98,10#10#10#8#7#7#7#7#7#7#7#7#7#7#7#11#8#8#8#8#8#7#7#7#7#7#7#7#7#7,85#87#46#41#40#37#38#36#35#41#41#43#43#43#35#63#37#35#35#38#38#39#39#41#40#40#40#41#41#39,29#30#26#24#24#24#24#23#22#24#24#24#24#24#18#37#20#23#22#24#24#28#28#29#28#28#26#27#28#28,69.0#71.0#65.0#56.0#56.0#57.0#58.0#56.0#54.0#56.0#56.0#55.0#55.0#55.0#45.0#81.0#49.0#51.0#50.0#52.0#52.0#57.0#57.0#58.0#56.0#56.0#56.0#57.0#58.0#60.0,40.0#41.0#30.0#28.0#28.0#29.0#29.0#28.0#27.0#27.0#27.0#28.0#30.0#29.0#26.0#49.0#27.0#25.0#26.0#26.0#26.0#28.0#27.0#27.0#27.0#26.0#27.0#27.0#26.0#25.0,521.0#533.0#299.0#253.0#247.0#239.0#242.0#237.0#227.0#249.0#251.0#255.0#261.0#261.0#212.0#414.0#227.0#213.0#214.0#227.0#228.0#228.0#225.0#231.0#229.0#228.0#231.0#237.0#235.0#231.0,172.0#177.0#95.0#84.0#83.0#84.0#85.0#84.0#80.0#84.0#86.0#88.0#90.0#90.0#75.0#166.0#81.0#78.0#79.0#82.0#83.0#81.0#80.0#83.0#81.0#80.0#79.0#80.0#78.0#76.0,109.0#112.0#95.0#84.0#84.0#86.0#87.0#84.0#81.0#83.0#83.0#83.0#85.0#84.0#71.0#130.0#76.0#76.0#76.0#78.0#78.0#85.0#84.0#85.0#83.0#82.0#83.0#84.0#84.0#85.0,693.0#710.0#394.0#337.0#330.0#323.0#327.0#321.0#307.0#333.0#337.0#343.0#351.0#351.0#287.0#580.0#308.0#291.0#293.0#309.0#311.0#309.0#305.0#314.0#310.0#308.0#310.0#317.0#313.0#307.0,4690.3516#4833.222#2588.5232#2154.211#2109.4646#2075.6836#2106.8425#2051.9338#1946.334#2122.8882#2148.3884#2186.6387#2249.6963#2243.7034#1764.9774#4072.9734#1924.3617#1818.147#1830.6428#1942.1893#1954.7601#1980.5018#1949.6567#2012.5487#1976.2623#1958.126#1976.2623#2026.3646#2000.7953#1967.683,148.35#153.2561#102.91667#84.0#83.0#82.55172#85.0#84.0#80.0#87.111115#89.18519#86.428566#82.5#85.34483#64.90385#137.20409#73.5#79.56#75.96153#82.0#83.0#82.44643#84.44444#89.14815#84.0#86.15385#81.92593#84.44444#87.0#91.2,695813.7#740720.8#266402.2#180953.72#175085.56#171351.25#179081.61#172362.44#155706.72#184927.16#191604.42#188988.05#185599.94#191488.48#114553.82#558828.56#141440.58#144651.77#139058.44#159259.53#162245.1#163285.3#164637.67#179414.98#166006.03#168700.08#161907.12#171115.23#174069.19#179452.69,38656.316#41151.156#14800.121#10052.984#9726.976#9519.514#9948.979#9575.691#8650.373#10273.73#10644.69#10499.336#10311.107#10638.249#6364.101#31046.031#7857.81#8036.209#7725.4688#8847.752#9013.616#9071.405#9146.537#9967.499#9222.558#9372.227#8994.84#9506.402#9670.511#9969.594,1.5634506#1.6110741#0.86284107#0.7180703#0.70315486#0.69189453#0.7022808#0.68397796#0.648778#0.7076294#0.7161295#0.7288796#0.7498988#0.74790114#0.5883258#1.3576578#0.6414539#0.606049#0.6102143#0.64739645#0.6515867#0.6601673#0.6498856#0.67084956#0.6587541#0.65270865#0.6587541#0.67545485#0.66693175#0.65589434,48.78491973876953#47.88456344604492#61.36484146118164#65.84561157226562#66.64422607421875#66.37976837158203#66.30229187011719#66.43961334228516#67.06275177001953#65.9217758178711#65.85968017578125#65.76791381835938#65.62007904052734#65.63394927978516#74.14043426513672#56.70185852050781#71.55277252197266#71.84801483154297#71.81239318847656#69.97813415527344#69.944580078125#70.72937774658203#71.94123840332031#71.7761459350586#71.87075805664062#71.91869354248047#73.05397033691406#71.74057006835938#71.80660247802734#71.89337921142578,0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0,1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1,0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0,2#2#2#2#2#2#2#2#2#2#2#2#2#2#4#4#4#4#4#4#4#4#4#4#4#4#4#4#4#4,15#16#10#7#7#8#8#8#8#8#8#8#8#8#5#15#6#6#6#6#6#5#5#5#5#5#5#5#5#5,0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1,0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1,Jeanfrancois Arcand#jfarcand#jfarcand#jfarcand#jfarcand#jfarcand#Norman Franke#jfarcand#jfarcand#jfarcand#jfarcand#jfarcand#jfarcand#jfarcand#jfarcand#m4ci3k2#jfarcand#jfarcand#jfarcand#jfarcand#jfarcand#jfarcand#jfarcand#jfarcand#jfarcand#jfarcand#jfarcand#jfarcand#jfarcand#jfarcand,0#26#110#115#123#123#125#136#138#150#150#178#236#236#310#326#328#328#734#773#773#773#774#774#775#780#793#793#2550#2568,1117#1143#1227#1232#1240#1240#1242#1253#1255#1267#1267#1295#1353#1353#1427#1443#1445#1445#1851#1890#1890#1890#1891#1891#1892#1897#1910#1910#3667#3685,18/05/13-27/04/10#13/06/13-27/04/10#05/09/13-27/04/10#10/09/13-27/04/10#18/09/13-27/04/10#18/09/13-27/04/10#20/09/13-27/04/10#01/10/13-27/04/10#03/10/13-27/04/10#15/10/13-27/04/10#15/10/13-27/04/10#12/11/13-27/04/10#09/01/14-27/04/10#09/01/14-27/04/10#24/03/14-27/04/10#09/04/14-27/04/10#11/04/14-27/04/10#11/04/14-27/04/10#22/05/15-27/04/10#30/06/15-27/04/10#30/06/15-27/04/10#30/06/15-27/04/10#01/07/15-27/04/10#01/07/15-27/04/10#02/07/15-27/04/10#07/07/15-27/04/10#20/07/15-27/04/10#20/07/15-27/04/10#11/05/20-27/04/10#29/05/20-27/04/10,0#4#0#4#9#3#1#2#0#4#2#1#2#1#3#45#2#3#1#4#1#15#1#1#2#1#1#3#1#2,0#5#42#17#21#5#2#4#4#6#4#2#4#2#29#46#41#6#2#4#2#32#4#2#3#2#5#4#2#4,0#105#2684#757#142#99#41#83#150#212#12#39#39#7#764#3085#2844#181#17#165#6#407#94#35#46#17#126#93#26#28,0#92#2453#768#125#97#41#72#89#124#12#39#39#7#577#2451#2228#181#17#152#6#397#86#35#45#17#116#85#26#28,0#2#1#7#1#2#1#36#12#15#5#2#51#9#9#1#4#7#5#6#9#14#3#5#17#3#2#6#1#101,0#2#1#6#1#2#1#36#12#15#5#2#51#9#8#1#4#7#5#6#9#14#3#5#17#3#2#6#1#101,0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#1#1#1#1#0#1#1#1#0#0#0#1#0#0#1#0#1#0#1#0#0#0#0,0#0#0#0#0#0#0#1#1#1#1#0#1#1#1#0#0#0#1#0#0#1#0#1#0#1#0#0#0#0,3156.json
2242,8,7,7,0,0.483657419681549,0.326626671786503,1,1,2,2,2,3.02,1,7,7,19,4,36,6,23,42,189.98961,14.25,2707.3518,150.40843,0.06332987,111.73201751709,0,1,0,0,0,0,0,0,1,0,0,0,jfarcand,0,1470,06/05/14-27/04/10,0,0,0,0,0,0,0,0,0,858.json
