Age,SLOCAsItIs,SLOCNoCommentPrettyPrinter,SLOCStandard,CommentCodeRation,Readability,SimpleReadability,NVAR,NCOMP,Mcclure,McCabe,McCabeWOCases,IndentSTD,MaximumBlockDepth,totalFanOut,uniqueFanOut,n1,n2,N1,N2,Vocabulary,Length,Volume,Difficulty,Effort,Time,HalsteadBugs,MaintainabilityIndex,isPrivate,isProtected,isDefault,isPublic,isStatic,isAbstract,isGetterSetter,SATD,Parameters,LocalVariables,EnclosedExpressions,MaxEnclosedNesting,Developers,ChangeAtMethodAge,ProjectAge,CommitDate-ProjectFirstDate,NewAdditions,DiffSizes,EditDistances,CriticalEditDistances,TangledCommit,TangledWMoveandFileRename,Buggycommiit,PotentiallyBuggycommit,RiskyCommit,file
1821,4,4,4,0,0.678809463977814,0.910721796791107,0,0,0,1,1,2,0,0,0,13,2,16,4,15,20,78.13781,13,1015.7915,56.43286,0.026045937,125.647964477539,0,0,0,1,0,0,0,0,1,0,0,0,jfarcand,0,1891,01/07/15-27/04/10,0,0,0,0,0,0,0,0,0,380.json
2743,13#19#19#13#13#34#34#51#44#45#45#45#45#52#55#60#59#68#59#60#59#59#59#59#63,13#18#18#13#13#33#33#48#42#43#43#43#43#50#53#58#57#66#57#58#57#57#57#57#61,13#18#18#13#13#31#31#46#40#41#41#41#41#47#50#55#54#62#54#55#54#54#54#54#58,0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0,0.001812365953810513#0.0#0.0#0.0018202998908236623#0.0018202998908236623#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0,2.201752962165458E-4#1.7082470582886822E-6#5.822097008186727E-7#1.786035579910616E-4#1.786035579910616E-4#5.3235430063866137E-8#3.083099163905892E-8#9.351873574706153E-15#4.497072813830768E-12#1.421991788735193E-14#1.2375950666003533E-14#4.1929619239685323E-14#1.5460573345136894E-14#2.1922450111770284E-15#2.6772071822256115E-16#1.035840966267136E-18#5.381072264504429E-19#9.410823464816444E-21#5.381072264504429E-19#1.4549824371577588E-21#1.8761685940706537E-20#4.3817794742806004E-20#2.3375178361857144E-20#4.450835506554706E-20#1.9760173262694485E-24,4#6#7#4#4#6#6#8#8#9#9#9#9#9#10#11#13#14#13#13#14#14#14#14#16,4#5#6#4#4#6#6#8#8#10#10#10#10#10#11#12#14#16#14#15#15#15#15#14#16,8#11#13#8#8#12#12#16#16#19#19#19#19#19#21#23#27#30#27#28#29#29#29#28#32,5#6#6#5#5#7#7#10#9#9#9#9#9#9#10#11#12#13#12#13#12#12#12#12#13,5#6#6#5#5#7#7#10#9#9#9#9#9#9#10#11#12#13#12#13#12#12#12#12#13,2.65#2.51#2.51#2.65#2.65#4.6#4.6#4.45#4.23#4.23#4.23#4.23#4.23#4.08#5.19#5.22#5.15#5.14#5.15#5.11#5.15#5.15#5.15#5.15#5.04,4#4#4#4#4#4#4#4#4#4#4#4#4#4#4#4#5#5#5#5#5#5#5#5#5,10#16#17#10#10#18#19#30#26#28#28#28#28#29#30#35#33#35#33#33#32#31#31#31#35,4#8#9#4#4#7#8#17#14#16#16#16#16#16#17#20#18#18#18#18#17#17#17#17#20,22.0#26.0#28.0#22.0#22.0#34.0#35.0#48.0#42.0#47.0#48.0#48.0#49.0#51.0#52.0#57.0#56.0#58.0#56.0#60.0#56.0#56.0#56.0#56.0#60.0,10.0#11.0#11.0#10.0#10.0#14.0#14.0#21.0#18.0#22.0#22.0#20.0#20.0#22.0#23.0#22.0#22.0#24.0#22.0#26.0#26.0#26.0#27.0#27.0#34.0,72.0#102.0#106.0#72.0#72.0#141.0#144.0#215.0#187.0#202.0#202.0#200.0#204.0#220.0#231.0#260.0#262.0#289.0#262.0#275.0#267.0#263.0#264.0#262.0#292.0,26.0#34.0#34.0#26.0#26.0#38.0#37.0#60.0#51.0#58.0#58.0#56.0#56.0#60.0#64.0#68.0#68.0#74.0#68.0#77.0#75.0#75.0#76.0#75.0#89.0,32.0#37.0#39.0#32.0#32.0#48.0#49.0#69.0#60.0#69.0#70.0#68.0#69.0#73.0#75.0#79.0#78.0#82.0#78.0#86.0#82.0#82.0#83.0#83.0#94.0,98.0#136.0#140.0#98.0#98.0#179.0#181.0#275.0#238.0#260.0#260.0#256.0#260.0#280.0#295.0#328.0#330.0#363.0#330.0#352.0#342.0#338.0#340.0#337.0#381.0,490.0#708.4857#739.9563#490.0#490.0#999.70825#1016.2625#1679.8442#1405.84#1588.2163#1593.6135#1558.3905#1588.2163#1733.1509#1837.5016#2067.6401#2074.1829#2307.7915#2074.1829#2262.0452#2174.2827#2148.8525#2167.5134#2148.3884#2497.2983,28.599998#40.181816#43.272728#28.599998#28.599998#46.142857#46.25#68.57143#59.5#61.954548#63.272728#67.2#68.6#69.545456#72.347824#88.090904#86.545456#89.416664#86.545456#88.84615#80.76923#80.76923#78.81481#77.77777#78.52942,14013.999#28468.242#32019.928#14013.999#14013.999#46129.395#47002.14#115189.31#83647.48#98397.23#100832.27#104723.836#108951.63#120532.766#132939.23#182140.3#179511.1#206355.02#179511.1#200974.02#175615.16#173561.17#170832.16#167096.86#196111.39,778.5555#1581.569#1778.8849#778.5555#778.5555#2562.7441#2611.23#6399.4062#4647.082#5466.5127#5601.793#5817.9907#6052.8687#6696.2646#7385.513#10118.905#9972.839#11464.168#9972.839#11165.223#9756.397#9642.287#9490.676#9283.159#10895.077,0.16333333#0.2361619#0.2466521#0.16333333#0.16333333#0.3332361#0.33875418#0.5599481#0.46861333#0.5294054#0.5312045#0.5194635#0.5294054#0.57771695#0.61250055#0.6892134#0.69139427#0.76926386#0.69139427#0.754015#0.7247609#0.71628416#0.7225045#0.7161295#0.8324328,96.0869140625#88.6677017211914#88.44170379638672#96.0869140625#96.0869140625#77.8405990600586#77.75519561767578#68.05843353271484#71.47852325439453#70.44422149658203#70.42658233642578#70.54280853271484#70.44422149658203#67.777587890625#66.2411880493164#63.853553771972656#63.904380798339844#60.88138198852539#63.904380798339844#62.926273345947266#63.659297943115234#63.72047424316406#63.67551040649414#63.721595764160156#61.55140686035156,0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0,1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1,0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0,1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1,2#3#3#2#2#2#2#4#4#5#5#5#5#5#6#6#6#6#6#7#6#6#6#6#7,0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0,"jfarcand#jfarcand#jfarcand#jfarcand#jfarcand#jfarcand#jfarcand#jfarcand#jfarcand#jfarcand#jfarcand#jfarcand#jfarcand#jfarcand#jfarcand#jfarcand#jfarcand#DROUET, Guillaume#Benjamin Prato#DROUET, Guillaume#DROUET, Guillaume#agherardi#gdrouet#jfarcand#jfarcand",0#75#82#91#145#145#146#286#342#344#362#384#392#440#453#458#458#520#521#568#568#595#608#818#907,968#1043#1051#1060#1114#1114#1115#1255#1310#1312#1330#1352#1360#1408#1422#1427#1427#1489#1490#1537#1537#1564#1577#1787#1876,20/12/12-27/04/10#05/03/13-27/04/10#13/03/13-27/04/10#22/03/13-27/04/10#15/05/13-27/04/10#15/05/13-27/04/10#16/05/13-27/04/10#03/10/13-27/04/10#27/11/13-27/04/10#29/11/13-27/04/10#17/12/13-27/04/10#08/01/14-27/04/10#16/01/14-27/04/10#05/03/14-27/04/10#19/03/14-27/04/10#24/03/14-27/04/10#24/03/14-27/04/10#25/05/14-27/04/10#26/05/14-27/04/10#12/07/14-27/04/10#12/07/14-27/04/10#08/08/14-27/04/10#21/08/14-27/04/10#19/03/15-27/04/10#16/06/15-27/04/10,0#6#1#0#0#22#5#17#9#3#2#1#1#8#28#8#3#9#0#2#3#1#1#3#5,0#6#2#6#0#23#10#17#25#5#4#2#2#9#53#11#7#9#9#3#7#2#2#6#6,0#234#26#295#0#778#39#609#404#117#66#48#13#227#208#245#126#341#341#165#167#14#8#35#290,0#213#26#239#0#707#37#547#375#113#66#48#13#203#196#225#122#309#309#161#163#14#8#36#273,0#1#1#4#24#3#3#12#8#1#8#4#2#4#2#6#6#8#4#3#4#2#3#1#2,0#1#1#4#19#3#3#12#8#1#8#4#2#4#2#6#6#8#4#3#4#2#3#1#2,0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#1#1#0#0#1#1#1#0#1#1#0#0#0#1#0#0#0#1,0#0#0#0#0#0#0#1#1#0#0#1#1#1#0#1#1#0#0#0#1#0#0#0#1,3113.json
3710,7#10#14#14#19#19#25#30#16#20#21#21#21,7#10#13#13#18#18#23#27#14#15#16#16#16,7#9#13#13#18#18#23#27#14#15#16#16#16,0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.06666666666666667#0.0625#0.0625#0.0625,0.026100922375917435#0.25861600041389465#0.08973192423582077#0.07744291424751282#0.037547919899225235#0.0447094552218914#0.05433781445026398#0.0388251394033432#0.27727174758911133#0.40784943103790283#0.32111385464668274#0.2818583846092224#0.30577927827835083,0.44148779211685385#0.06519902884415497#0.15053011498973162#0.21312291667803632#0.006432581115779359#0.006285514247151356#7.463639031848384E-5#6.240430142984467E-5#0.013509799514712265#0.019399606521721405#0.0018405779317658018#0.0033474191349474364#0.0032939978874454673,1#2#2#2#3#3#4#5#3#3#4#4#4,1#2#2#2#3#3#4#5#3#3#4#4#4,2#4#4#4#6#6#8#10#6#6#8#8#8,2#3#3#3#4#4#5#6#4#4#5#5#5,2#3#3#3#4#4#5#6#4#4#5#5#5,3.02#2.67#2.65#2.65#3.02#3.02#3.08#3.23#3.25#3.07#3.05#3.05#3.05,1#1#1#1#2#2#2#2#2#2#2#2#2,3#3#3#3#5#5#7#8#3#4#6#7#7,3#3#3#3#4#4#6#7#3#4#6#7#7,16.0#20.0#20.0#20.0#28.0#28.0#32.0#33.0#28.0#30.0#33.0#32.0#32.0,4.0#7.0#7.0#6.0#8.0#8.0#14.0#14.0#9.0#9.0#10.0#9.0#9.0,31.0#44.0#49.0#48.0#70.0#70.0#90.0#100.0#60.0#64.0#74.0#72.0#72.0,7.0#13.0#14.0#13.0#19.0#19.0#30.0#32.0#16.0#17.0#20.0#20.0#20.0,20.0#27.0#27.0#26.0#36.0#36.0#46.0#47.0#37.0#39.0#43.0#41.0#41.0,38.0#57.0#63.0#61.0#89.0#89.0#120.0#132.0#76.0#81.0#94.0#92.0#92.0,164.23326#271.0286#299.55792#286.72684#460.12335#460.12335#662.82745#733.20575#395.91846#428.11758#510.06888#492.89478#492.89478,14.0#18.571428#20.0#21.666668#33.25#33.25#34.285713#37.714287#24.88889#28.333332#33.0#35.555557#35.555557,2299.2656#5033.388#5991.158#6212.415#15299.102#15299.102#22725.512#27652.332#9853.971#12129.998#16832.273#17525.148#17525.148,127.73698#279.6327#332.84213#345.13416#849.9501#849.9501#1262.5284#1536.2407#547.4428#673.8888#935.1263#973.6194#973.6194,0.05474442#0.090342864#0.099852644#0.095575616#0.15337445#0.15337445#0.22094248#0.24440192#0.13197282#0.14270586#0.17002296#0.16429825#0.16429825,112.48956298828125#105.5833969116211#99.10581970214844#99.33346557617188#91.37220764160156#91.37220764160156#85.27311706542969#81.92082214355469#96.22499084472656#94.70071411132812#92.5144271850586#92.6925277709961#92.6925277709961,0#0#0#0#0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0#0#0#0#0,1#1#1#1#1#1#1#1#1#1#1#1#1,0#0#0#0#0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0#0#0#0#0,3#3#3#3#3#3#3#3#3#3#3#3#3,0#1#1#1#2#2#4#4#2#2#3#3#3,0#0#0#0#0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0#0#0#0#0,jfarcand#jfarcand#jfarcand#Patrick#jfarcand#jfarcand#jfarcand#jfarcand#jfarcand#jfarcand#jfarcand#Kyle Lieber#Kyle Lieber,0#190#193#253#624#701#792#1090#1104#1105#1183#1196#1209,2#192#195#255#626#703#794#1092#1106#1107#1185#1198#1211,29/04/10-27/04/10#05/11/10-27/04/10#08/11/10-27/04/10#07/01/11-27/04/10#13/01/12-27/04/10#30/03/12-27/04/10#29/06/12-27/04/10#23/04/13-27/04/10#07/05/13-27/04/10#08/05/13-27/04/10#25/07/13-27/04/10#07/08/13-27/04/10#20/08/13-27/04/10,0#5#5#1#6#3#7#6#6#4#2#1#1,0#7#6#2#7#6#8#7#26#4#3#2#2,0#113#64#7#201#16#222#135#547#116#135#29#16,0#111#40#7#182#15#201#118#498#53#131#29#16,0#1#1#69#16#23#3#2#17#1#2#1#1,0#1#1#69#16#17#3#2#14#1#2#1#1,0#0#0#0#0#0#0#0#0#0#0#0#0,0#0#1#0#0#1#1#0#1#0#1#1#1,0#0#1#0#0#1#1#0#1#0#1#1#1,229.json
2680,41#42#40#42#44#42#50#49#50,40#41#40#42#44#42#50#49#50,39#40#39#41#43#41#49#48#49,0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0,0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0,2.834823282808871E-13#1.8010483842507496E-15#1.9029451903911409E-13#4.0481009972660476E-17#1.5698102544292145E-18#3.011770957388002E-16#2.862828346960309E-19#3.5254067581233455E-19#5.54712499552333E-19,4#4#4#6#8#4#4#4#4,8#8#8#9#10#8#10#9#9,12#12#12#15#18#12#14#13#13,12#12#12#13#14#12#14#13#13,6#6#6#7#8#6#6#6#6,7.78#7.79#7.78#7.76#7.94#7.76#7.32#7.39#7.39,5#5#5#5#6#5#5#5#5,24#26#24#27#31#27#31#31#31,15#16#15#16#16#17#17#17#18,44.0#45.0#44.0#48.0#48.0#48.0#49.0#49.0#49.0,20.0#22.0#20.0#24.0#24.0#22.0#23.0#23.0#23.0,187.0#204.0#187.0#214.0#232.0#209.0#246.0#244.0#243.0,58.0#65.0#58.0#69.0#71.0#66.0#77.0#76.0#77.0,64.0#67.0#64.0#72.0#72.0#70.0#72.0#72.0#72.0,245.0#269.0#245.0#283.0#303.0#275.0#323.0#320.0#320.0,1470.0#1631.778#1470.0#1746.0889#1869.4873#1685.5529#1992.8859#1974.3761#1974.3761,63.800003#66.47727#63.800003#69.0#71.0#72.0#82.021736#80.95652#82.021736,93786.01#108476.15#93786.01#120480.13#132733.6#121359.805#163459.95#159838.62#161941.75,5210.334#6026.4526#5210.334#6693.341#7374.0884#6742.2114#9081.108#8879.924#8996.764,0.49#0.543926#0.49#0.58202964#0.62316245#0.56185097#0.6642953#0.65812534#0.65812534,70.96660614013672#70.01354217529297#70.96660614013672#69.03144073486328#67.67477416992188#69.44491577148438#65.22634887695312#65.83890533447266#65.50486755371094,0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0,1#1#1#1#1#1#1#1#1,0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0,2#2#2#2#2#2#2#2#2,3#3#3#4#4#4#5#5#5,0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0,jfarcand#jfarcand#jfarcand#jfarcand#jfarcand#jfarcand#jfarcand#jfarcand#jfarcand,0#81#83#147#151#203#288#294#665,1031#1113#1115#1179#1183#1235#1319#1325#1696,21/02/13-27/04/10#14/05/13-27/04/10#16/05/13-27/04/10#19/07/13-27/04/10#23/07/13-27/04/10#13/09/13-27/04/10#06/12/13-27/04/10#12/12/13-27/04/10#18/12/14-27/04/10,0#1#0#2#4#2#8#0#2,0#1#2#2#6#6#8#1#3,0#128#129#245#143#193#407#37#92,0#124#124#237#135#185#374#33#88,0#2#2#2#1#1#1#3#13,0#2#2#2#1#1#1#3#13,0#0#0#0#0#0#0#0#0,0#1#1#0#1#0#0#0#1,0#1#1#1#1#0#0#0#1,1952.json
1821,10,11,10,0,0.00192982121370733,3.25545586768748E-05,1,1,2,4,4,3.49,2,11,7,28,11,75,21,39,96,507.39862,26.727272,13561.381,753.41003,0.16913287,100.385780334473,1,0,0,0,0,0,0,0,0,3,0,0,jfarcand,0,1891,01/07/15-27/04/10,0,0,0,0,0,0,0,0,0,264.json
1580,3,3,3,0,0.942443430423737,0.834873967504462,0,0,0,1,1,1.89,0,0,0,12,4,15,4,16,19,76,6,456,25.333334,0.025333334,130.452667236328,0,0,0,1,0,0,0,0,1,0,0,0,Aki Yoshida,0,2131,26/02/16-27/04/10,0,0,0,0,0,0,0,0,0,501.json
2703,3,3,3,0,0.262521088123322,0.830480531604723,0,0,0,1,1,1.89,0,1,1,11,3,14,4,14,18,68.53239,7.3333335,502.57086,27.920603,0.022844128,130.990493774414,0,0,0,1,0,0,0,0,1,0,0,0,jfarcand,0,1008,29/01/13-27/04/10,0,0,0,0,0,0,0,0,0,525.json
2485,4,4,4,0,0.747923374176025,0.906999969209595,0,0,0,1,1,2,0,1,1,14,2,17,2,16,19,76,7,532,29.555555,0.025333334,125.792221069336,0,0,0,1,0,0,0,0,0,0,0,0,jfarcand,0,1227,05/09/13-27/04/10,0,0,0,0,0,0,0,0,0,1270.json
1821,3,3,3,0,0.636975407600403,0.968819759120169,0,0,0,1,1,1.89,0,0,0,9,2,10,2,11,12,41.51318,4.5,186.80931,10.378295,0.013837727,133.597229003906,0,0,0,1,0,0,1,0,0,0,0,0,jfarcand,0,1891,01/07/15-27/04/10,0,0,0,0,0,0,0,0,0,448.json
1541,12,11,12,0,0,2.99336142625266E-07,1,1,2,3,3,3.2,1,2,2,26,14,81,48,40,129,686.5287,44.57143,30599.566,1699.976,0.2288429,96.0899429321289,1,0,0,0,1,0,0,0,0,4,0,0,Aki Yoshida,0,2171,06/04/16-27/04/10,0,0,0,0,0,0,0,0,0,2580.json
2163,3,3,3,0,0.0144995087757707,0.422034715242193,0,0,0,1,1,1.89,0,1,1,18,3,22,5,21,27,118.59257,15,1778.8885,98.82714,0.039530855,128.138870239258,0,0,0,1,0,0,0,0,2,0,0,0,mvsmasiero,0,1549,24/07/14-27/04/10,0,0,0,0,0,0,0,0,0,3025.json
2487,4#4,4#4,4#4,0.0#0.0,0.9975950121879578#0.4930460453033447,0.7553911590331087#0.7537728204328561,0#0,0#0,0#0,1#1,1#1,2.0#2.0,0#0,1#1,1#1,12.0#12.0,4.0#3.0,16.0#16.0,5.0#4.0,16.0#15.0,21.0#20.0,84.0#78.13781,7.5#8.0,630.0#625.1025,35.0#34.727917,0.028#0.026045937,125.27178192138672#125.64796447753906,0#0,0#0,0#0,1#1,0#0,0#0,0#0,0#0,1#1,0#0,0#0,0#0,jfarcand#jfarcand,0#197,1225#1422,03/09/13-27/04/10#19/03/14-27/04/10,0#1,0#2,0#11,0#11,0#13,0#13,0#0,0#0,0#0,1616.json
